x1,x2,x3,x4,x5,x6,y1,y2,y3,y4,y5
-1.355650,1.920874,0.449111,0.701666,-0.343547,0.556153,0.000000,0.000000,0.000000,0.000000,1.000000
-1.292519,0.329416,-0.836058,-1.208178,0.023991,0.233622,0.000000,0.000000,0.000000,1.000000,0.000000
-1.117032,1.184394,-0.857228,-0.631960,-0.891285,-0.519446,0.000000,0.000000,1.000000,0.000000,0.000000
-0.213723,0.678445,-0.626562,1.129218,0.369757,0.403855,1.000000,0.000000,0.000000,0.000000,0.000000
1.876210,-0.464206,0.270427,2.013750,0.179271,-0.364066,0.000000,0.000000,0.000000,0.000000,1.000000
3.259346,-1.593842,-1.426476,1.827411,-0.186997,-1.753862,0.000000,1.000000,0.000000,0.000000,0.000000
-1.559327,-0.784870,-1.049136,-1.585523,1.622292,1.556871,0.000000,0.000000,0.000000,1.000000,0.000000
-0.338793,-0.726167,0.847927,-2.322168,-0.727558,-0.555695,0.000000,0.000000,1.000000,0.000000,0.000000
0.020486,2.733415,1.341363,0.946014,-3.062685,-2.043373,0.000000,0.000000,0.000000,0.000000,1.000000
-2.265137,0.476261,0.064235,1.458620,3.660258,4.261156,0.000000,0.000000,0.000000,0.000000,1.000000
1.660212,1.116658,0.443678,2.334492,-1.524125,-1.568841,0.000000,0.000000,0.000000,0.000000,1.000000
-0.577693,-0.578784,-1.672429,-0.226392,1.345295,0.914308,0.000000,0.000000,0.000000,1.000000,0.000000
2.442662,-2.365853,0.285885,1.615402,1.821331,0.665438,0.000000,0.000000,0.000000,1.000000,0.000000
-1.394480,-0.334380,-0.935175,-1.436688,0.898914,0.938948,0.000000,0.000000,0.000000,1.000000,0.000000
1.186364,-0.790561,-0.556615,0.562586,0.138117,-0.493688,0.000000,1.000000,0.000000,0.000000,0.000000
0.073468,0.441111,1.451865,-1.212598,-1.879827,-1.378939,0.000000,0.000000,1.000000,0.000000,0.000000
-1.324331,2.160570,0.692270,0.756532,-0.675432,0.339124,0.000000,0.000000,0.000000,0.000000,1.000000
0.994959,1.365981,-1.442950,0.724249,-2.604794,-2.848939,1.000000,0.000000,0.000000,0.000000,0.000000
2.614504,-1.537273,0.394838,2.359845,1.113439,0.140270,0.000000,0.000000,0.000000,0.000000,1.000000
-0.888863,1.505978,3.757090,-0.541001,-1.488783,0.058959,0.000000,0.000000,0.000000,1.000000,0.000000
0.403861,-0.508858,-0.244070,0.910130,1.086687,0.770711,0.000000,0.000000,0.000000,1.000000,0.000000
2.731371,2.029677,2.108501,3.416815,-3.172067,-2.838489,0.000000,0.000000,0.000000,0.000000,1.000000
2.302531,-0.856176,0.149652,0.590142,-1.179448,-1.904437,0.000000,0.000000,1.000000,0.000000,0.000000
-1.189004,0.940539,-2.238258,-1.644147,-1.442262,-1.427695,1.000000,0.000000,0.000000,0.000000,0.000000
-1.655715,0.446072,-1.027749,-1.271151,0.262903,0.539314,0.000000,0.000000,0.000000,1.000000,0.000000
-0.112805,1.696804,1.012028,0.561333,-1.759888,-1.053628,0.000000,0.000000,0.000000,0.000000,1.000000
-0.014946,-0.106589,-0.324966,-0.140328,0.033514,-0.067273,0.000000,0.000000,0.000000,0.000000,1.000000
1.029401,0.069667,-1.105332,0.758568,-0.727812,-1.239732,0.000000,0.000000,1.000000,0.000000,0.000000
-0.245122,-1.168639,-1.883792,-1.648661,0.395668,-0.270795,1.000000,0.000000,0.000000,0.000000,0.000000
-0.796019,-2.048526,0.083226,-2.309628,1.786839,1.521428,0.000000,0.000000,0.000000,1.000000,0.000000
0.215133,-0.345043,0.798719,-0.124221,0.115364,0.178279,0.000000,0.000000,0.000000,0.000000,1.000000
1.373417,0.457702,-1.645068,0.721568,-1.783661,-2.402813,0.000000,0.000000,1.000000,0.000000,0.000000
0.190472,-0.105599,1.606458,1.205889,1.094947,1.382755,0.000000,0.000000,0.000000,0.000000,1.000000
3.208861,-2.600042,-1.593669,2.263318,1.757335,-0.120244,0.000000,1.000000,0.000000,0.000000,0.000000
-0.933142,4.105733,0.469740,2.129639,-2.690388,-1.350330,0.000000,0.000000,1.000000,0.000000,0.000000
1.182784,-0.597335,2.461342,0.266785,-0.371429,-0.192560,0.000000,0.000000,0.000000,1.000000,0.000000
-1.225809,0.817964,-0.437886,-0.957530,-0.524107,-0.109831,0.000000,1.000000,0.000000,0.000000,0.000000
-1.272200,0.288650,-0.794693,-2.191381,-0.889812,-0.652443,0.000000,0.000000,1.000000,0.000000,0.000000
1.412957,-3.537820,-0.597829,-0.256125,3.044435,1.652669,0.000000,0.000000,0.000000,1.000000,0.000000
-0.449367,1.607461,-0.350121,-1.147184,-2.861803,-2.384745,0.000000,0.000000,1.000000,0.000000,0.000000
3.050271,-1.038181,2.650372,2.148768,-0.343089,-0.715229,0.000000,0.000000,0.000000,1.000000,0.000000
0.065485,0.962348,-1.862307,2.693822,1.080691,0.768401,1.000000,0.000000,0.000000,0.000000,0.000000
0.459478,1.218240,-0.372077,0.223499,-2.158054,-2.038781,0.000000,0.000000,1.000000,0.000000,0.000000
-1.585961,0.201525,0.301094,-1.375250,0.449772,0.979132,0.000000,1.000000,0.000000,0.000000,0.000000
-1.043977,1.861680,1.119523,0.624226,-0.726046,0.257095,0.000000,0.000000,0.000000,0.000000,1.000000
-2.163422,1.384043,-0.407645,0.066194,0.859772,1.607207,1.000000,0.000000,0.000000,0.000000,0.000000
1.837673,-0.516316,-1.252996,-0.074257,-1.732662,-2.589518,1.000000,0.000000,0.000000,0.000000,0.000000
-2.230906,1.843234,0.852848,-1.326466,-1.039772,0.203441,0.000000,0.000000,1.000000,0.000000,0.000000
-1.359660,-0.300597,-0.502395,-1.816245,0.446246,0.607466,0.000000,0.000000,0.000000,1.000000,0.000000
-1.246015,1.479664,1.767046,0.699186,0.174843,1.260465,0.000000,0.000000,0.000000,0.000000,1.000000
-1.165438,1.773499,-2.261800,-1.072375,-2.132321,-1.927755,0.000000,1.000000,0.000000,0.000000,0.000000
-3.622457,2.984282,-0.009998,0.250543,0.617099,2.207132,0.000000,0.000000,0.000000,0.000000,1.000000
0.423277,2.785016,2.651414,0.972281,-3.613779,-2.346890,0.000000,0.000000,0.000000,0.000000,1.000000
1.067845,-2.588802,-0.930368,1.117917,3.432931,2.241036,0.000000,0.000000,0.000000,1.000000,0.000000
0.194923,1.147634,-0.939788,0.045176,-1.892961,-1.867986,0.000000,1.000000,0.000000,0.000000,0.000000
-0.302682,-2.526381,-1.925746,-0.444683,3.601989,2.538917,0.000000,0.000000,0.000000,1.000000,0.000000
0.945152,-0.574698,1.195817,1.626025,1.192731,1.071453,0.000000,0.000000,0.000000,0.000000,1.000000
1.304519,-1.517998,-1.259216,2.514506,2.909759,1.819691,0.000000,0.000000,0.000000,0.000000,1.000000
1.215704,-2.658030,-0.306854,0.480247,2.737459,1.670124,0.000000,0.000000,0.000000,1.000000,0.000000
-1.138238,1.466477,2.020894,0.579858,-0.056797,1.068157,0.000000,0.000000,0.000000,0.000000,1.000000
0.602336,0.826521,-2.527650,1.522044,-0.560474,-1.155016,0.000000,0.000000,1.000000,0.000000,0.000000
1.278600,0.163400,0.450872,-0.021763,-1.913320,-2.044103,0.000000,0.000000,1.000000,0.000000,0.000000
0.898951,-0.394039,-0.345804,1.849371,1.179297,0.726121,0.000000,0.000000,0.000000,0.000000,1.000000
-1.153764,0.122722,-2.420394,-2.383098,-1.015249,-1.245322,0.000000,1.000000,0.000000,0.000000,0.000000
-4.053680,3.449569,1.461699,-0.405446,-0.104921,2.091866,0.000000,0.000000,0.000000,0.000000,1.000000
-0.643309,1.532789,-0.732591,-0.362505,-1.751633,-1.371935,0.000000,0.000000,1.000000,0.000000,0.000000
-1.437611,1.953299,1.575495,-1.255850,-2.150889,-0.879419,0.000000,0.000000,1.000000,0.000000,0.000000
-1.718466,1.403339,0.175982,-0.615557,-0.393780,0.426596,0.000000,1.000000,0.000000,0.000000,0.000000
-0.157289,-0.351299,1.647651,1.654209,2.336715,2.632785,0.000000,0.000000,0.000000,0.000000,1.000000
0.389399,1.982230,1.425389,1.005105,-2.392930,-1.636010,0.000000,0.000000,0.000000,0.000000,1.000000
-0.215102,0.780491,1.386964,0.821417,-0.038899,0.532421,0.000000,0.000000,0.000000,0.000000,1.000000
-2.033473,-0.508671,-2.878059,-2.781604,0.654091,0.354011,1.000000,0.000000,0.000000,0.000000,0.000000
0.709624,0.706612,-0.030665,-0.331808,-2.269393,-2.238193,0.000000,1.000000,0.000000,0.000000,0.000000
-1.779579,-0.080940,-0.533888,-0.905401,1.550297,1.825503,0.000000,0.000000,0.000000,1.000000,0.000000
1.732843,-1.711431,0.468802,-0.565665,-0.304493,-1.010122,1.000000,0.000000,0.000000,0.000000,0.000000
0.482288,-0.120041,0.557665,1.503736,1.005529,0.953911,0.000000,0.000000,0.000000,0.000000,1.000000
-0.216583,-0.875214,-1.156646,-0.577354,0.976933,0.526344,0.000000,0.000000,0.000000,1.000000,0.000000
0.778803,0.294679,1.296517,-0.222307,-1.632870,-1.400380,0.000000,0.000000,1.000000,0.000000,0.000000
-0.575036,1.488242,-1.582321,2.130515,0.611783,0.670361,1.000000,0.000000,0.000000,0.000000,0.000000
1.016772,-0.039328,-0.253754,0.286852,-0.993040,-1.303881,0.000000,0.000000,1.000000,0.000000,0.000000
-0.987117,0.337179,-0.255943,-0.292420,0.507779,0.764415,1.000000,0.000000,0.000000,0.000000,0.000000
-1.825895,3.532985,1.423582,0.289608,-2.454084,-0.767240,0.000000,0.000000,1.000000,0.000000,0.000000
-0.072027,-0.177978,-2.047382,0.599212,0.894601,0.335635,0.000000,0.000000,0.000000,1.000000,0.000000
-0.146493,-2.069325,-1.249476,-1.603053,1.630449,0.859662,1.000000,0.000000,0.000000,0.000000,0.000000
-2.201525,1.530464,-0.162720,-0.856526,-0.188208,0.698039,0.000000,1.000000,0.000000,0.000000,0.000000
0.885169,-1.332442,1.229905,1.667417,2.411847,2.110776,0.000000,0.000000,0.000000,1.000000,0.000000
2.370486,-1.154318,1.935608,1.970747,0.525892,0.103987,0.000000,0.000000,0.000000,0.000000,1.000000
-1.736122,0.610844,-0.989433,-1.864338,-0.442746,-0.075454,0.000000,1.000000,0.000000,0.000000,0.000000
-1.636745,-0.059531,-3.180637,-2.278983,-0.035101,-0.397227,1.000000,0.000000,0.000000,0.000000,0.000000
2.426124,-1.152493,-0.523322,1.125398,-0.405525,-1.421410,0.000000,1.000000,0.000000,0.000000,0.000000
0.522662,-0.942338,0.875283,0.039985,0.742561,0.592166,0.000000,0.000000,0.000000,0.000000,1.000000
0.051370,-2.675041,-2.151780,-0.025414,3.757615,2.505806,0.000000,0.000000,0.000000,1.000000,0.000000
0.359040,-0.112461,-0.142174,1.434267,1.075924,0.882584,0.000000,0.000000,0.000000,1.000000,0.000000
2.005189,0.362970,1.231106,2.175342,-1.017884,-1.138454,0.000000,0.000000,0.000000,0.000000,1.000000
2.202825,-0.932987,1.816607,-0.073350,-1.549055,-1.836202,0.000000,0.000000,1.000000,0.000000,0.000000
3.836122,-0.624954,0.782816,1.488130,-2.633600,-3.514047,1.000000,0.000000,0.000000,0.000000,0.000000
-1.166189,1.914314,-1.689424,2.116176,0.745993,1.023611,1.000000,0.000000,0.000000,0.000000,0.000000
4.412307,-2.920730,-2.293453,2.982069,1.338752,-1.090985,0.000000,1.000000,0.000000,0.000000,0.000000
-0.826636,1.238752,-1.597945,-1.129850,-1.840215,-1.686298,0.000000,1.000000,0.000000,0.000000,0.000000
0.911353,0.043074,1.847343,1.719192,0.440221,0.648403,0.000000,1.000000,0.000000,0.000000,0.000000
-2.208774,-1.146745,0.218470,-3.346368,1.317544,1.675339,0.000000,0.000000,0.000000,1.000000,0.000000
-1.499881,1.093424,-0.313675,-1.041165,-0.646284,-0.064141,0.000000,1.000000,0.000000,0.000000,0.000000
-2.168892,2.079681,-2.389253,0.611178,0.347735,0.770365,0.000000,0.000000,1.000000,0.000000,0.000000
0.765101,-0.552830,-0.461397,0.943359,0.709108,0.245498,0.000000,0.000000,0.000000,1.000000,0.000000
-2.380977,1.427416,2.621333,-0.915958,0.185049,1.777137,0.000000,0.000000,0.000000,1.000000,0.000000
1.717385,-1.031798,-0.768049,0.900294,0.119751,-0.758588,0.000000,1.000000,0.000000,0.000000,0.000000
-1.471251,2.695758,-2.368862,3.240658,1.079453,1.425907,1.000000,0.000000,0.000000,0.000000,0.000000
0.037831,-0.809817,-2.168067,0.512348,1.583761,0.806089,0.000000,0.000000,0.000000,1.000000,0.000000
0.967399,-0.656945,0.615509,1.899718,1.537071,1.235926,0.000000,0.000000,0.000000,1.000000,0.000000
0.557526,-0.583855,-2.253892,-0.552879,-0.448064,-1.268246,0.000000,1.000000,0.000000,0.000000,0.000000
-0.343048,0.907679,0.450735,0.811030,-0.083236,0.318402,0.000000,0.000000,1.000000,0.000000,0.000000
-0.519197,2.924243,0.286922,1.254623,-2.358707,-1.439941,0.000000,1.000000,0.000000,0.000000,0.000000
-0.627140,0.450165,-0.515327,-0.881880,-0.696812,-0.535695,0.000000,1.000000,0.000000,0.000000,0.000000
-1.258510,-2.728546,0.531025,-3.463930,2.271504,2.079624,0.000000,0.000000,0.000000,1.000000,0.000000
2.877519,-2.045240,-0.373610,1.824422,0.980280,-0.358958,0.000000,0.000000,0.000000,1.000000,0.000000
-1.312448,1.514992,-0.225146,-1.315950,-1.765607,-1.082895,0.000000,1.000000,0.000000,0.000000,0.000000
2.846629,-1.196465,-0.941019,1.406129,-0.625123,-1.859907,0.000000,1.000000,0.000000,0.000000,0.000000
2.923549,-0.671122,-0.323295,1.048227,-1.822528,-2.770442,0.000000,1.000000,0.000000,0.000000,0.000000
-1.040351,0.561284,-1.248732,-1.598184,-1.023528,-0.898518,0.000000,1.000000,0.000000,0.000000,0.000000
4.101553,-0.595616,-2.422956,3.722788,-0.922997,-2.725267,0.000000,0.000000,1.000000,0.000000,0.000000
1.629282,-1.566806,-1.623003,-0.480341,-0.333358,-1.499481,0.000000,0.000000,1.000000,0.000000,0.000000
-1.731274,1.001421,-0.764542,0.335747,1.107202,1.559065,1.000000,0.000000,0.000000,0.000000,0.000000
5.835563,-3.717004,-2.001536,3.732924,1.372977,-1.538887,0.000000,1.000000,0.000000,0.000000,0.000000
-1.659770,2.015664,0.060042,-1.617142,-2.326521,-1.352783,0.000000,0.000000,0.000000,1.000000,0.000000
-0.059260,0.487995,0.023577,1.518369,0.831556,0.929037,0.000000,0.000000,0.000000,0.000000,1.000000
-0.524987,-0.068086,-1.250860,-0.306605,0.464852,0.264348,0.000000,0.000000,0.000000,1.000000,0.000000
-0.992358,1.840233,-2.037117,2.400493,0.895554,1.018857,0.000000,0.000000,1.000000,0.000000,0.000000
-0.483675,0.693364,0.887202,1.062630,0.660792,1.137212,0.000000,0.000000,0.000000,0.000000,1.000000
-0.626079,-0.651919,0.668678,-1.525958,0.302261,0.487100,1.000000,0.000000,0.000000,0.000000,0.000000
1.115902,3.419934,2.678394,1.967547,-4.477333,-3.224356,0.000000,0.000000,0.000000,0.000000,1.000000
-2.116978,-1.244284,-0.307926,-2.849354,1.809739,1.973963,0.000000,0.000000,0.000000,1.000000,0.000000
-1.570030,-1.635940,-0.492467,-2.219545,2.271045,2.142328,0.000000,0.000000,0.000000,1.000000,0.000000
-0.114109,1.500252,-2.543230,-1.339145,-3.364399,-3.528655,0.000000,1.000000,0.000000,0.000000,0.000000
-1.124428,1.441786,1.350194,-1.338584,-1.898716,-0.885817,0.000000,0.000000,1.000000,0.000000,0.000000
-0.654292,0.185298,0.114558,-0.909084,-0.292242,-0.037843,0.000000,1.000000,0.000000,0.000000,0.000000
-0.201333,-0.303684,1.274873,1.640500,2.305261,2.531740,0.000000,0.000000,0.000000,1.000000,0.000000
0.214194,1.604735,-2.619091,1.318556,-1.383734,-1.701452,0.000000,0.000000,1.000000,0.000000,0.000000
-2.471147,1.192376,1.044832,0.865994,2.333708,3.433205,0.000000,0.000000,0.000000,0.000000,1.000000
-1.718434,2.138372,-2.144345,2.698559,1.692041,2.020352,1.000000,0.000000,0.000000,0.000000,0.000000
-2.078745,1.828158,0.316137,-1.869877,-1.748464,-0.658400,0.000000,1.000000,0.000000,0.000000,0.000000
-0.174659,1.148358,-1.712396,2.371475,0.814768,0.653435,1.000000,0.000000,0.000000,0.000000,0.000000
2.696310,1.933408,2.254061,3.364043,-3.035003,-2.681133,0.000000,0.000000,0.000000,0.000000,1.000000
-0.796761,-0.200425,-2.341454,0.095581,1.379397,0.920771,0.000000,0.000000,0.000000,1.000000,0.000000
-0.152051,2.038299,-4.119564,2.872262,-0.065854,-0.611050,0.000000,0.000000,1.000000,0.000000,0.000000
-1.380738,2.407796,-1.354516,-1.052545,-2.739106,-2.094115,0.000000,1.000000,0.000000,0.000000,0.000000
1.347177,-0.537545,-1.033832,0.643372,-0.368821,-1.090904,0.000000,1.000000,0.000000,0.000000,0.000000
1.725142,0.525799,0.562086,0.734249,-2.290104,-2.422798,0.000000,0.000000,1.000000,0.000000,0.000000
2.020195,-2.250303,-0.468776,1.479256,2.058824,0.845441,0.000000,0.000000,0.000000,0.000000,1.000000
3.100615,-1.228613,-0.839139,1.343941,-0.966890,-2.239745,0.000000,0.000000,1.000000,0.000000,0.000000
1.191168,-0.128269,1.198058,1.530402,0.132264,0.077606,0.000000,0.000000,0.000000,0.000000,1.000000
-0.194111,4.593010,3.670738,0.845004,-5.542354,-3.401926,0.000000,0.000000,0.000000,0.000000,1.000000
-0.686107,2.291381,-2.175177,3.417777,0.819777,0.925499,1.000000,0.000000,0.000000,0.000000,0.000000
-0.887318,0.800795,-1.173146,1.015683,0.949274,1.034850,1.000000,0.000000,0.000000,0.000000,0.000000
-2.224877,2.278177,1.869446,-2.253746,-2.555466,-0.915413,0.000000,0.000000,1.000000,0.000000,0.000000
-0.579501,0.488513,-1.808027,0.275835,0.278933,0.080094,0.000000,0.000000,0.000000,1.000000,0.000000
2.469686,0.029137,0.558483,0.372241,-2.885739,-3.305432,0.000000,1.000000,0.000000,0.000000,0.000000
2.772181,-1.914635,-0.818214,1.638656,0.740988,-0.644245,0.000000,1.000000,0.000000,0.000000,0.000000
1.043536,-2.284307,-1.156509,-0.090223,1.854374,0.732613,0.000000,0.000000,0.000000,1.000000,0.000000
4.666089,-2.404685,-0.949203,2.525782,-0.157543,-2.158937,0.000000,1.000000,0.000000,0.000000,0.000000
-1.494185,0.337699,-1.276266,-2.158882,-0.649287,-0.469784,0.000000,1.000000,0.000000,0.000000,0.000000
-0.325823,-0.389076,0.863603,-0.712727,0.316876,0.525138,0.000000,1.000000,0.000000,0.000000,0.000000
-0.128071,-1.526696,-1.614850,0.982367,3.303084,2.494688,0.000000,0.000000,0.000000,1.000000,0.000000
1.659927,-1.619413,-0.120743,1.175674,1.324365,0.455009,0.000000,0.000000,0.000000,0.000000,1.000000
1.736604,-2.155271,0.078129,-1.163252,-0.247116,-1.147932,1.000000,0.000000,0.000000,0.000000,0.000000
0.538935,1.183986,-1.533286,2.707857,0.162211,-0.116428,0.000000,0.000000,1.000000,0.000000,0.000000
-0.626511,4.189404,0.907337,0.878210,-4.408936,-2.965145,0.000000,0.000000,0.000000,0.000000,1.000000
1.227783,2.476857,1.401850,2.169001,-3.080639,-2.425552,0.000000,0.000000,0.000000,0.000000,1.000000
-0.863601,-1.736478,-0.226283,-2.143558,1.576188,1.326071,0.000000,0.000000,0.000000,1.000000,0.000000
-0.329794,-1.318529,-0.226096,-2.213532,0.207521,-0.049377,0.000000,0.000000,1.000000,0.000000,0.000000
-0.132594,-0.279690,-1.230191,-0.151821,0.411429,0.066998,0.000000,0.000000,0.000000,1.000000,0.000000
-1.397304,1.152018,-0.536361,0.323747,0.446488,0.920330,1.000000,0.000000,0.000000,0.000000,0.000000
-1.766345,2.997104,2.752360,-0.259159,-2.259204,-0.379321,0.000000,0.000000,0.000000,0.000000,1.000000
-1.974774,1.987067,-1.330329,-1.436802,-1.725306,-1.039566,0.000000,1.000000,0.000000,0.000000,0.000000
-0.394171,1.220361,-2.176787,2.714480,1.318195,1.098414,1.000000,0.000000,0.000000,0.000000,0.000000
-0.719129,1.076406,-0.958155,-0.688897,-1.308442,-1.077484,0.000000,1.000000,0.000000,0.000000,0.000000
-2.045447,2.350893,1.796273,0.167711,-0.562634,0.957478,0.000000,0.000000,0.000000,0.000000,1.000000
1.101764,-0.006556,-0.734876,0.270188,-1.175426,-1.615491,0.000000,1.000000,0.000000,0.000000,0.000000
-0.151104,0.554828,-1.148524,1.208418,0.535292,0.390505,1.000000,0.000000,0.000000,0.000000,0.000000
-2.735493,1.731137,-0.314291,-0.363943,0.686692,1.691627,1.000000,0.000000,0.000000,0.000000,0.000000
1.811637,-1.338254,1.410476,2.045863,1.583213,1.105125,0.000000,0.000000,0.000000,0.000000,1.000000
0.042942,-0.327611,-1.179020,-0.094114,0.309242,-0.076430,0.000000,0.000000,0.000000,1.000000,0.000000
-1.262063,-0.142421,-3.672618,-1.930892,-0.074948,-0.676671,1.000000,0.000000,0.000000,0.000000,0.000000
1.287976,-0.118510,-1.358432,0.533826,-1.011582,-1.686516,0.000000,1.000000,0.000000,0.000000,0.000000
-0.868159,0.536885,-1.799426,-1.622035,-1.244379,-1.300276,0.000000,1.000000,0.000000,0.000000,0.000000
-1.857099,1.938523,3.319417,-2.371885,-2.629465,-0.797878,0.000000,0.000000,1.000000,0.000000,0.000000
1.886163,1.794493,0.873368,2.858212,-2.290610,-2.117623,0.000000,0.000000,0.000000,0.000000,1.000000
1.873724,-0.367082,2.657643,2.282987,0.341544,0.407857,0.000000,0.000000,0.000000,1.000000,0.000000
3.892177,-1.028471,-0.143044,1.505571,-2.119358,-3.349381,0.000000,1.000000,0.000000,0.000000,0.000000
4.522887,-2.268902,-0.439396,2.302041,-0.375429,-2.174854,0.000000,1.000000,0.000000,0.000000,0.000000
1.940711,-1.424072,-1.860802,1.414982,0.876390,-0.444051,0.000000,1.000000,0.000000,0.000000,0.000000
3.467976,-1.451542,-0.584506,1.629702,-0.841127,-2.201603,0.000000,1.000000,0.000000,0.000000,0.000000
0.509197,-1.245436,0.081353,-0.858106,0.321498,-0.073059,0.000000,0.000000,0.000000,1.000000,0.000000
0.540455,-1.060548,-1.776627,0.745660,1.525809,0.658548,0.000000,1.000000,0.000000,0.000000,0.000000
